epoch,step,test_loss,test_mae,train_loss,train_mae_epoch,train_mae_step,valid_loss,valid_mae
37,224,,,,,172.8152313232422,,
37,227,,,,,,142080.640625,248.48704528808594
37,227,,,123917.2421875,241.49571228027344,,,
38,229,,,,,246.0978546142578,,
38,233,,,,,,131216.609375,240.24696350097656
38,233,,,108564.6953125,230.12899780273438,,,
39,234,,,,,263.3868713378906,,
39,239,,,,,150.41183471679688,,
39,239,,,,,,137640.6875,241.20668029785156
39,239,,,108268.1171875,220.12139892578125,,,
40,244,,,,,204.32513427734375,,
40,245,,,,,,128085.2265625,230.76678466796875
40,245,,,101695.90625,214.26905822753906,,,
41,249,,,,,176.81771850585938,,
41,251,,,,,,121504.4765625,239.79034423828125
41,251,,,104961.578125,212.67750549316406,,,
42,254,,,,,245.0861358642578,,
42,257,,,,,,184677.390625,277.2619323730469
42,257,,,109653.53125,229.61953735351562,,,
43,259,,,,,238.22198486328125,,
43,263,,,,,,114556.1953125,223.1920928955078
43,263,,,101526.421875,218.31446838378906,,,
44,264,,,,,201.8610076904297,,
44,269,,,,,238.11573791503906,,
44,269,,,,,,184763.1875,279.8257751464844
44,269,,,102859.875,227.2849578857422,,,
45,274,,,,,189.239990234375,,
45,275,,,,,,119369.28125,226.89720153808594
45,275,,,104002.7578125,226.1015625,,,
46,279,,,,,237.41275024414062,,
46,281,,,,,,126748.6015625,224.5431671142578
46,281,,,93480.4765625,219.0643310546875,,,
47,284,,,,,257.8369445800781,,
47,287,,,,,,174347.84375,267.4437255859375
47,287,,,116438.796875,229.22125244140625,,,
48,289,,,,,260.87841796875,,
48,293,,,,,,122631.9765625,231.8437957763672
48,293,,,86648.03125,205.55140686035156,,,
49,294,,,,,229.76800537109375,,
49,299,,,,,238.41079711914062,,
49,299,,,,,,167557.21875,260.31787109375
49,299,,,118303.28125,232.30535888671875,,,
50,304,,,,,199.49664306640625,,
50,305,,,,,,119489.8046875,227.1073760986328
50,305,,,91400.28125,213.85104370117188,,,
51,309,,,,,202.9532470703125,,
51,311,,,,,,126342.6953125,231.19979858398438
51,311,,,75669.203125,193.0611114501953,,,
52,314,,,,,197.91909790039062,,
52,317,,,,,,114412.15625,228.16831970214844
52,317,,,99445.3359375,217.88827514648438,,,
53,319,,,,,195.5280303955078,,
53,323,,,,,,111814.296875,222.28189086914062
53,323,,,89747.328125,206.82470703125,,,
54,324,,,,,266.97589111328125,,
54,329,,,,,322.16253662109375,,
54,329,,,,,,127545.921875,241.47181701660156
54,329,,,103018.9453125,215.0609588623047,,,
55,334,,,,,139.6827392578125,,
55,335,,,,,,124233.0703125,235.09393310546875
55,335,,,110942.5859375,212.79930114746094,,,
56,339,,,,,242.15213012695312,,
56,341,,,,,,149958.65625,251.0719757080078
56,341,,,102851.0859375,224.07977294921875,,,
57,344,,,,,226.3401336669922,,
57,347,,,,,,137445.390625,236.69422912597656
57,347,,,97887.28125,213.1432647705078,,,
58,349,,,,,206.1912078857422,,
58,353,,,,,,137536.328125,252.30372619628906
58,353,,,85140.78125,203.12808227539062,,,
59,354,,,,,204.9346160888672,,
59,359,,,,,119.427001953125,,
59,359,,,,,,129740.453125,237.61993408203125
59,359,,,166977.890625,268.4718017578125,,,
60,364,,,,,258.4015197753906,,
60,365,,,,,,123478.1015625,218.83926391601562
60,365,,,93951.7734375,216.24830627441406,,,
61,369,,,,,180.41331481933594,,
61,371,,,,,,143672.265625,238.41510009765625
61,371,,,96578.9140625,214.12745666503906,,,
62,374,,,,,214.32217407226562,,
62,377,,,,,,136341.5,230.59458923339844
62,377,,,114714.46875,221.47276306152344,,,
63,379,,,,,244.07684326171875,,
63,383,,,,,,188241.515625,275.80474853515625
63,383,,,123467.4765625,247.77188110351562,,,
64,384,,,,,272.9893798828125,,
64,389,,,,,175.30931091308594,,
64,389,,,,,,129689.6953125,233.21127319335938
64,389,,,112772.4453125,225.01071166992188,,,
65,394,,,,,239.4027099609375,,
65,395,,,,,,221047.59375,308.17413330078125
65,395,,,100830.671875,236.22421264648438,,,
66,399,,,,,174.52679443359375,,
66,401,,,,,,134977.890625,239.514892578125
66,401,,,109286.140625,223.16819763183594,,,
67,404,,,,,220.30992126464844,,
67,407,,,,,,136162.5625,233.89495849609375
67,407,,,108276.0078125,231.6262969970703,,,
68,409,,,,,210.08197021484375,,
68,413,,,,,,108483.0703125,204.60548400878906
68,413,,,104296.59375,228.98219299316406,,,
69,414,,,,,163.18482971191406,,
69,419,,,,,346.1546325683594,,
69,419,,,,,,116707.171875,238.72421264648438
69,419,,,101390.078125,204.7146453857422,,,
70,424,,,,,241.5733642578125,,
70,425,,,,,,105946.8828125,209.65647888183594
70,425,,,107188.796875,230.46875,,,
71,429,,,,,211.25343322753906,,
71,431,,,,,,113426.1484375,217.66790771484375
71,431,,,107409.5234375,222.16294860839844,,,
72,434,,,,,213.0357208251953,,
72,437,,,,,,115114.6171875,221.94100952148438
72,437,,,123398.4140625,239.4593048095703,,,
73,439,,,,,223.46835327148438,,
73,443,,,,,,110117.1328125,213.84921264648438
73,443,,,96098.2265625,219.1976318359375,,,
74,444,,,,,165.61952209472656,,
74,449,,,,,227.14633178710938,,
74,449,,,,,,128500.921875,225.3877410888672
74,449,,,107930.7421875,216.34194946289062,,,
75,454,,,,,262.5055847167969,,
75,455,,,,,,159342.515625,258.7359313964844
75,455,,,100411.234375,220.78309631347656,,,
76,459,,,,,232.2017822265625,,
76,461,,,,,,109248.9921875,214.41905212402344
76,461,,,102735.3125,224.97445678710938,,,
77,464,,,,,284.54974365234375,,
77,467,,,,,,128842.2421875,224.236328125
77,467,,,104751.40625,221.1135711669922,,,
78,469,,,,,249.8338165283203,,
78,473,,,,,,114365.8515625,213.100341796875
78,473,,,101394.9140625,231.63339233398438,,,
79,474,,,,,214.10089111328125,,
79,479,,,,,238.85813903808594,,
79,479,,,,,,110821.96875,215.3124542236328
79,479,,,129021.5546875,236.22462463378906,,,
80,480,110821.96875,215.3124542236328,,,,,
80,480,110821.96875,215.3124542236328,,,,,
80,480,110821.96875,215.3124542236328,,,,,
80,480,110821.96875,215.3124542236328,,,,,
